"post_seg2","klass","level","n","n_ov","k_pre","k_post"
"CHEBI:135899","fusione_in_esistente",4,2,1,1,1
"CHEBI:135899","fusione_in_esistente",2,2,1,1,1
"CHEBI:135899","fusione_in_esistente",3,2,1,1,1
"CHEBI:135899","fusione_in_esistente",1,2,1,1,1
"CHEBI:135899","fusione_in_esistente",0,2,1,1,1
"CHEBI:137113","fusione_in_esistente",4,3,2,1,1
"CHEBI:137113","fusione_in_esistente",4,2,1,1,1
"CHEBI:137113","fusione_in_esistente",2,2,1,1,1
"CHEBI:137113","fusione_in_esistente",3,2,1,1,1
"CHEBI:137113","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:137113","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:137113","fusione_in_esistente",3,2,1,1,1
"CHEBI:137113","fusione_in_esistente",2,2,1,1,1
"CHEBI:137113","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:137113","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:137113","fusione_in_esistente",1,2,1,1,1
"CHEBI:137113","fusione_in_esistente",0,2,1,1,1
"CHEBI:145372","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:145372","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:145372","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:145372","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:145372","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:15367","nuova_coalescenza_override",4,3,3,0,1
"CHEBI:15367","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:15367","fusione_in_esistente",4,2,1,1,1
"CHEBI:15367","nuova_coalescenza_override",3,3,3,0,1
"CHEBI:15367","fusione_in_esistente",3,2,1,1,1
"CHEBI:15367","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:15367","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:15367","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:15367","fusione_in_esistente",2,2,1,1,1
"CHEBI:15367","fusione_in_esistente",1,2,1,1,1
"CHEBI:15738","nuova_coalescenza_override",4,3,3,0,1
"CHEBI:15738","nuova_coalescenza_override",3,3,3,0,1
"CHEBI:15738","nuova_coalescenza_override",2,3,3,0,1
"CHEBI:15866","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:16330","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:16330","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:16330","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:16412","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:16412","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:16412","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:16412","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:16412","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:16412","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:16469","fusione_in_esistente",4,3,2,1,1
"CHEBI:16469","fusione_in_esistente",4,2,1,1,1
"CHEBI:16469","fusione_in_esistente",4,2,1,1,1
"CHEBI:16469","fusione_in_esistente",1,2,1,1,1
"CHEBI:16469","fusione_in_esistente",0,2,1,1,1
"CHEBI:16469","fusione_in_esistente",1,2,1,1,1
"CHEBI:16469","fusione_in_esistente",0,2,1,1,1
"CHEBI:16469","fusione_in_esistente",2,2,1,1,1
"CHEBI:16469","fusione_in_esistente",3,3,2,1,1
"CHEBI:16469","fusione_in_esistente",2,3,2,1,1
"CHEBI:16469","fusione_in_esistente",2,2,1,1,1
"CHEBI:16469","fusione_in_esistente",3,2,1,1,1
"CHEBI:16469","fusione_in_esistente",3,2,1,1,1
"CHEBI:16469","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:16469","fusione_in_esistente",2,2,1,1,1
"CHEBI:16469","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:16469","fusione_in_esistente",1,2,1,1,1
"CHEBI:16469","fusione_in_esistente",0,2,1,1,1
"CHEBI:16469","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:16469","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:16827","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:16827","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:16827","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:16869","nuova_coalescenza_override",4,27,27,0,1
"CHEBI:16869","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:16869","nuova_coalescenza_override",1,6,6,0,1
"CHEBI:16869","nuova_coalescenza_override",0,6,6,0,1
"CHEBI:16869","nuova_coalescenza_override",1,4,4,0,1
"CHEBI:16869","nuova_coalescenza_override",0,4,4,0,1
"CHEBI:16869","nuova_coalescenza_override",1,4,4,0,1
"CHEBI:16869","nuova_coalescenza_override",0,4,4,0,1
"CHEBI:16869","nuova_coalescenza_override",1,11,11,0,1
"CHEBI:16869","nuova_coalescenza_override",0,11,11,0,1
"CHEBI:16869","nuova_coalescenza_override",1,4,4,0,1
"CHEBI:16869","nuova_coalescenza_override",0,4,4,0,1
"CHEBI:16869","nuova_coalescenza_override",3,14,14,0,1
"CHEBI:16869","nuova_coalescenza_override",2,14,14,0,1
"CHEBI:16869","nuova_coalescenza_override",2,6,6,0,1
"CHEBI:16869","nuova_coalescenza_override",2,12,12,0,1
"CHEBI:16869","nuova_coalescenza_override",3,6,6,0,1
"CHEBI:16869","nuova_coalescenza_override",3,12,12,0,1
"CHEBI:173086","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:173086","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:173086","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:173086","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:173086","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:175901","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:175901","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:175901","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:175901","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:175901","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:175901","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:175901","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:175901","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:175901","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:17650","fusione_in_esistente",4,3,2,1,1
"CHEBI:17650","fusione_in_esistente",1,2,1,1,1
"CHEBI:17650","fusione_in_esistente",0,2,1,1,1
"CHEBI:17650","fusione_in_esistente",1,2,1,1,1
"CHEBI:17650","fusione_in_esistente",0,2,1,1,1
"CHEBI:17650","fusione_in_esistente",3,3,2,1,1
"CHEBI:17650","fusione_in_esistente",3,3,2,1,1
"CHEBI:17650","fusione_in_esistente",2,3,2,1,1
"CHEBI:17650","fusione_in_esistente",2,3,2,1,1
"CHEBI:17688","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:17688","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:17688","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:17688","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:177833","fusione_in_esistente",2,2,1,1,1
"CHEBI:17823","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:17823","fusione_in_esistente",4,2,1,1,1
"CHEBI:17823","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:17823","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:18258","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:18258","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:18258","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:18258","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:18258","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:18258","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:188153","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:188153","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:188153","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:188153","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:188153","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:189826","fusione_in_esistente",4,2,1,1,1
"CHEBI:189826","fusione_in_esistente",2,2,1,1,1
"CHEBI:189826","fusione_in_esistente",3,2,1,1,1
"CHEBI:2038","fusione_in_esistente",4,2,1,1,1
"CHEBI:2038","fusione_in_esistente",1,2,1,1,1
"CHEBI:2038","fusione_in_esistente",0,2,1,1,1
"CHEBI:2038","fusione_in_esistente",3,2,1,1,1
"CHEBI:2038","fusione_in_esistente",2,2,1,1,1
"CHEBI:2038","fusione_in_esistente",2,2,1,1,1
"CHEBI:2038","fusione_in_esistente",3,2,1,1,1
"CHEBI:2038","fusione_in_esistente",1,2,1,1,1
"CHEBI:20480","fusione_in_esistente",4,2,1,1,1
"CHEBI:20480","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:20480","fusione_in_esistente",1,2,1,1,1
"CHEBI:20480","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:20480","fusione_in_esistente",3,2,1,1,1
"CHEBI:20480","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:20480","fusione_in_esistente",2,2,1,1,1
"CHEBI:230484","fusione_in_esistente",2,2,1,1,1
"CHEBI:230484","fusione_in_esistente",1,2,1,1,1
"CHEBI:230484","fusione_in_esistente",0,2,1,1,1
"CHEBI:230484","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:230484","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:230484","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:230500","fusione_in_esistente",4,2,1,1,1
"CHEBI:230500","fusione_in_esistente",3,2,1,1,1
"CHEBI:230500","fusione_in_esistente",2,2,1,1,1
"CHEBI:231601","fusione_in_esistente",2,3,2,1,1
"CHEBI:231601","fusione_in_esistente",2,2,1,1,1
"CHEBI:231601","fusione_in_esistente",3,3,2,1,1
"CHEBI:231601","fusione_in_esistente",1,2,1,1,1
"CHEBI:231601","fusione_in_esistente",0,2,1,1,1
"CHEBI:231602","fusione_in_esistente",4,2,1,1,1
"CHEBI:231614","fusione_in_esistente",4,4,3,1,1
"CHEBI:231614","fusione_in_esistente",4,5,4,1,1
"CHEBI:231614","fusione_in_esistente",3,4,3,1,1
"CHEBI:231614","fusione_in_esistente",3,5,4,1,1
"CHEBI:231614","fusione_in_esistente",2,2,1,1,1
"CHEBI:231614","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:231614","fusione_in_esistente",2,5,4,1,1
"CHEBI:231614","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:231614","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:231614","fusione_in_esistente",1,3,2,1,1
"CHEBI:231614","fusione_in_esistente",0,3,2,1,1
"CHEBI:231614","fusione_in_esistente",1,2,1,1,1
"CHEBI:231614","fusione_in_esistente",0,2,1,1,1
"CHEBI:231614","fusione_in_esistente",1,3,2,1,1
"CHEBI:231614","fusione_in_esistente",0,3,2,1,1
"CHEBI:231674","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:231674","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:231674","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:231674","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:231674","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:231674","nuova_coalescenza_override",4,3,3,0,1
"CHEBI:232618","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:232618","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:232618","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:233309","fusione_in_esistente",3,4,3,1,1
"CHEBI:233309","fusione_in_esistente",2,4,3,1,1
"CHEBI:24261","nuova_coalescenza_override",4,3,3,0,1
"CHEBI:24261","nuova_coalescenza_override",2,3,3,0,1
"CHEBI:24261","nuova_coalescenza_override",3,3,3,0,1
"CHEBI:24261","nuova_coalescenza_override",1,3,3,0,1
"CHEBI:24261","nuova_coalescenza_override",0,3,3,0,1
"CHEBI:24757","nuova_coalescenza_override",4,10,10,0,1
"CHEBI:24757","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:24757","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:24757","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:24757","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:24757","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:24757","nuova_coalescenza_override",1,4,4,0,1
"CHEBI:24757","nuova_coalescenza_override",0,4,4,0,1
"CHEBI:24757","nuova_coalescenza_override",3,8,8,0,1
"CHEBI:24757","nuova_coalescenza_override",2,8,8,0,1
"CHEBI:24757","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:2549","fusione_in_esistente",2,2,1,1,1
"CHEBI:2549","fusione_in_esistente",3,2,1,1,1
"CHEBI:2549","fusione_in_esistente",1,2,1,1,1
"CHEBI:2549","fusione_in_esistente",0,2,1,1,1
"CHEBI:25675","nuova_coalescenza_override",4,7,7,0,1
"CHEBI:25675","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:25675","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:25675","nuova_coalescenza_override",1,5,5,0,1
"CHEBI:25675","nuova_coalescenza_override",0,5,5,0,1
"CHEBI:25675","nuova_coalescenza_override",2,7,7,0,1
"CHEBI:25675","nuova_coalescenza_override",3,7,7,0,1
"CHEBI:25728","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:25728","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:25728","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:27899","fusione_in_esistente",4,4,3,1,1
"CHEBI:27899","nuova_coalescenza_override",2,3,3,0,1
"CHEBI:27899","fusione_in_esistente",2,2,1,1,1
"CHEBI:27899","fusione_in_esistente",3,2,1,1,1
"CHEBI:27899","fusione_in_esistente",3,2,1,1,1
"CHEBI:27899","fusione_in_esistente",2,2,1,1,1
"CHEBI:27899","fusione_in_esistente",2,2,1,1,1
"CHEBI:27899","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:27899","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:27899","nuova_coalescenza_override",1,3,3,0,1
"CHEBI:27899","nuova_coalescenza_override",0,3,3,0,1
"CHEBI:27899","fusione_in_esistente",1,2,1,1,1
"CHEBI:27899","fusione_in_esistente",1,2,1,1,1
"CHEBI:27899","fusione_in_esistente",0,2,1,1,1
"CHEBI:27899","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:27899","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:27899","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:27899","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:28119","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:28119","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:28119","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:28545","nuova_coalescenza_override",4,4,4,0,1
"CHEBI:28545","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:28545","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:28545","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:28545","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:28545","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:28545","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:28545","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:28545","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:28680","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:28680","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:28680","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:28680","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:28748","nuova_coalescenza_override",4,3,3,0,1
"CHEBI:28748","fusione_in_esistente",4,2,1,1,1
"CHEBI:28748","fusione_in_esistente",4,3,2,1,1
"CHEBI:28748","fusione_in_esistente",3,2,1,1,1
"CHEBI:28748","fusione_in_esistente",3,3,2,1,1
"CHEBI:28748","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:28748","fusione_in_esistente",2,2,1,1,1
"CHEBI:28748","fusione_in_esistente",2,3,2,1,1
"CHEBI:28748","fusione_in_esistente",1,2,1,1,1
"CHEBI:28748","fusione_in_esistente",0,2,1,1,1
"CHEBI:28748","fusione_in_esistente",1,3,2,1,1
"CHEBI:28748","fusione_in_esistente",0,3,2,1,1
"CHEBI:30817","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:30817","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:30817","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:31568","fusione_in_esistente",4,2,1,1,1
"CHEBI:31568","fusione_in_esistente",1,2,1,1,1
"CHEBI:31568","fusione_in_esistente",0,2,1,1,1
"CHEBI:31568","fusione_in_esistente",3,2,1,1,1
"CHEBI:31568","fusione_in_esistente",2,2,1,1,1
"CHEBI:31604","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:31604","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:31604","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:31941","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:31941","nuova_coalescenza_override",2,3,3,0,1
"CHEBI:31941","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:31941","nuova_coalescenza_override",3,3,3,0,1
"CHEBI:31941","nuova_coalescenza_override",1,3,3,0,1
"CHEBI:31941","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:3207","fusione_in_esistente",4,2,1,1,1
"CHEBI:3207","fusione_in_esistente",3,2,1,1,1
"CHEBI:3207","fusione_in_esistente",2,2,1,1,1
"CHEBI:32234","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:32234","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:32234","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:32234","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:32915","fusione_in_esistente",4,2,1,1,1
"CHEBI:32915","fusione_in_esistente",1,2,1,1,1
"CHEBI:32915","fusione_in_esistente",0,2,1,1,1
"CHEBI:32915","fusione_in_esistente",3,2,1,1,1
"CHEBI:32915","fusione_in_esistente",2,2,1,1,1
"CHEBI:33216","fusione_in_esistente",4,3,2,1,1
"CHEBI:33216","fusione_in_esistente",1,2,1,1,1
"CHEBI:33216","fusione_in_esistente",2,3,2,1,1
"CHEBI:33216","fusione_in_esistente",3,3,2,1,1
"CHEBI:33216","fusione_in_esistente",1,2,1,1,1
"CHEBI:33217","fusione_in_esistente",4,2,1,1,1
"CHEBI:33217","fusione_in_esistente",4,2,1,1,1
"CHEBI:33217","fusione_in_esistente",1,2,1,1,1
"CHEBI:33217","fusione_in_esistente",0,2,1,1,1
"CHEBI:33217","fusione_in_esistente",2,2,1,1,1
"CHEBI:33217","fusione_in_esistente",2,2,1,1,1
"CHEBI:33217","fusione_in_esistente",2,2,1,1,1
"CHEBI:33217","fusione_in_esistente",3,2,1,1,1
"CHEBI:33217","fusione_in_esistente",3,2,1,1,1
"CHEBI:33217","fusione_in_esistente",1,2,1,1,1
"CHEBI:33217","fusione_in_esistente",0,2,1,1,1
"CHEBI:34372","fusione_in_esistente",4,2,1,1,1
"CHEBI:34372","fusione_in_esistente",1,3,2,1,1
"CHEBI:34372","fusione_in_esistente",0,3,2,1,1
"CHEBI:34372","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:34372","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:34372","fusione_in_esistente",1,2,1,1,1
"CHEBI:34372","fusione_in_esistente",0,2,1,1,1
"CHEBI:34372","fusione_in_esistente",1,2,1,1,1
"CHEBI:34372","fusione_in_esistente",0,2,1,1,1
"CHEBI:34372","fusione_in_esistente",1,2,1,1,1
"CHEBI:34372","fusione_in_esistente",0,2,1,1,1
"CHEBI:34372","fusione_in_esistente",3,2,1,1,1
"CHEBI:34372","fusione_in_esistente",2,2,1,1,1
"CHEBI:35696","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:35696","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:35696","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:36706","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:36706","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:36706","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:36706","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:36706","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:39421","fusione_in_esistente",4,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",1,2,1,1,1
"CHEBI:39421","fusione_in_esistente",0,2,1,1,1
"CHEBI:39421","fusione_in_esistente",2,2,1,1,1
"CHEBI:39421","fusione_in_esistente",3,2,1,1,1
"CHEBI:39429","nuova_coalescenza_override",4,23,23,0,1
"CHEBI:39429","nuova_coalescenza_override",4,4,4,0,1
"CHEBI:39429","nuova_coalescenza_override",1,7,7,0,1
"CHEBI:39429","nuova_coalescenza_override",0,6,6,0,1
"CHEBI:39429","nuova_coalescenza_override",1,12,12,0,1
"CHEBI:39429","nuova_coalescenza_override",0,13,13,0,1
"CHEBI:39429","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:39429","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:39429","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:39429","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:39429","nuova_coalescenza_override",3,21,21,0,1
"CHEBI:39429","nuova_coalescenza_override",2,20,20,0,1
"CHEBI:39429","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:39429","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:39429","nuova_coalescenza_override",3,4,4,0,1
"CHEBI:39867","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:39867","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:39867","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:39867","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:39867","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:39867","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:39867","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:39867","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:39867","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:39867","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:4026","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:4026","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:4167","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:4167","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:4167","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:41774","fusione_in_esistente",4,2,1,1,1
"CHEBI:41774","fusione_in_esistente",3,2,1,1,1
"CHEBI:41774","nuova_coalescenza_override",2,3,3,0,1
"CHEBI:41774","fusione_in_esistente",2,2,1,1,1
"CHEBI:41879","fusione_in_esistente",4,4,3,1,1
"CHEBI:41879","fusione_in_esistente",2,2,1,1,1
"CHEBI:41879","fusione_in_esistente",2,3,2,1,1
"CHEBI:41879","fusione_in_esistente",3,2,1,1,1
"CHEBI:41879","fusione_in_esistente",3,3,2,1,1
"CHEBI:42471","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:42977","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:44616","fusione_in_esistente",3,2,1,1,1
"CHEBI:44616","fusione_in_esistente",2,2,1,1,1
"CHEBI:45783","fusione_in_esistente",4,2,1,1,1
"CHEBI:45783","nuova_coalescenza_override",2,2,2,0,1
"CHEBI:45783","fusione_in_esistente",3,2,1,1,1
"CHEBI:45783","fusione_in_esistente",2,2,1,1,1
"CHEBI:45783","nuova_coalescenza_override",1,2,2,0,1
"CHEBI:45783","nuova_coalescenza_override",0,2,2,0,1
"CHEBI:45863","fusione_in_esistente",4,2,1,1,1
"CHEBI:45863","nuova_coalescenza_override",4,2,2,0,1
"CHEBI:45863","fusione_in_esistente",3,2,1,1,1
"CHEBI:45863","nuova_coalescenza_override",3,2,2,0,1
"CHEBI:45863","nuova_coalescenza_override",2,2,2,0,1
