"regola","n_cond","prec_A","cop_A","n_A"
"k_effective<=6 & I2_med<=60 & !entita_NCBITaxon",3,0.307692307692308,0.521739130434783,39
"k_effective<=10 & frazione_efficace>=0.6 & !stessi_membri",3,0.307692307692308,0.521739130434783,39
"k_effective<=6 & stessi_membri",2,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & frazione_efficace>=0.5",2,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & !ramo_anchor",2,0.307692307692308,0.347826086956522,26
"stessi_membri & !entita_MeSH",2,0.307692307692308,0.347826086956522,26
"k_effective<=3 & !materiale_misto & !entita_STR",3,0.307692307692308,0.347826086956522,26
"k_effective<=5 & n_studi_model<=0 & !entita_NCBITaxon",3,0.307692307692308,0.347826086956522,26
"k_effective<=5 & n_studi_model<=1 & I2_med<=50",3,0.307692307692308,0.347826086956522,26
"k_effective<=6 & k_effective<=8 & stessi_membri",3,0.307692307692308,0.347826086956522,26
"k_effective<=6 & k_effective<=10 & stessi_membri",3,0.307692307692308,0.347826086956522,26
"k_effective<=6 & n_studi_model<=2 & stessi_membri",3,0.307692307692308,0.347826086956522,26
"k_effective<=6 & stessi_membri & verso_gain",3,0.307692307692308,0.347826086956522,26
"k_effective<=8 & n_studi_model<=0 & !ramo_anchor",3,0.307692307692308,0.347826086956522,26
"k_effective<=8 & stessi_membri & !entita_MeSH",3,0.307692307692308,0.347826086956522,26
"k_effective<=10 & n_studi_model<=0 & frazione_efficace>=0.5",3,0.307692307692308,0.347826086956522,26
"k_effective<=10 & n_studi_model<=0 & !ramo_anchor",3,0.307692307692308,0.347826086956522,26
"k_effective<=10 & stessi_membri & !entita_MeSH",3,0.307692307692308,0.347826086956522,26
"k_kish<=3 & frazione_efficace>=0.5 & I2_med<=60",3,0.307692307692308,0.347826086956522,26
"k_kish<=5 & !dominato & !stessi_membri",3,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & n_studi_model<=1 & frazione_efficace>=0.5",3,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & n_studi_model<=1 & !ramo_anchor",3,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & n_studi_model<=2 & frazione_efficace>=0.5",3,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & n_studi_model<=2 & !ramo_anchor",3,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & frazione_efficace>=0.5 & !materiale_misto",3,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & frazione_efficace>=0.5 & !dominato_da_modello",3,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & frazione_efficace>=0.5 & !entita_NCBITaxon",3,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & frazione_efficace>=0.5 & verso_gain",3,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & !materiale_misto & !ramo_anchor",3,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & !dominato_da_modello & !ramo_anchor",3,0.307692307692308,0.347826086956522,26
"n_studi_model<=0 & !ramo_anchor & verso_gain",3,0.307692307692308,0.347826086956522,26
"n_studi_model<=2 & stessi_membri & !entita_MeSH",3,0.307692307692308,0.347826086956522,26
"I2_med<=50 & !dominato_da_modello & !ramo_anchor",3,0.307692307692308,0.347826086956522,26
"stessi_membri & !entita_MeSH & verso_gain",3,0.307692307692308,0.347826086956522,26
"k_kish<=2 & entita_STR",2,0.307692307692308,0.173913043478261,13
"k_effective<=4 & k_kish<=3 & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_effective<=4 & k_kish<=4 & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_effective<=4 & k_kish<=5 & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_effective<=4 & frazione_efficace>=0.5 & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_effective<=4 & frazione_efficace>=0.7 & !entita_MeSH",3,0.307692307692308,0.173913043478261,13
"k_effective<=4 & dominato & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_effective<=4 & entita_STR & controllo_veicolo",3,0.307692307692308,0.173913043478261,13
"k_effective<=8 & k_kish<=2 & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_effective<=10 & k_kish<=2 & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_kish<=2 & k_kish<=3 & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_kish<=2 & k_kish<=4 & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_kish<=2 & k_kish<=5 & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_kish<=2 & n_studi_model<=2 & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_kish<=2 & dominato & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_kish<=2 & !dominato_da_modello & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_kish<=2 & entita_STR & !entita_MeSH",3,0.307692307692308,0.173913043478261,13
"k_kish<=2 & entita_STR & !entita_NCBITaxon",3,0.307692307692308,0.173913043478261,13
"k_kish<=2 & entita_STR & verso_gain",3,0.307692307692308,0.173913043478261,13
"k_kish<=3 & frazione_efficace>=0.5 & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_kish<=3 & frazione_efficace>=0.7 & !entita_MeSH",3,0.307692307692308,0.173913043478261,13
"k_kish<=3 & !materiale_misto & entita_STR",3,0.307692307692308,0.173913043478261,13
"n_studi_model<=0 & I2_med<=70 & dominato",3,0.307692307692308,0.173913043478261,13
"n_studi_model<=0 & !entita_STR & !entita_MeSH",3,0.307692307692308,0.173913043478261,13
"frazione_efficace>=0.5 & dominato & entita_STR",3,0.307692307692308,0.173913043478261,13
"dominato & !materiale_misto & entita_STR",3,0.307692307692308,0.173913043478261,13
"k_effective<=6 & !dominato_da_modello & !ramo_anchor",3,0.306451612903226,0.826086956521739,62
"k_effective<=8 & n_studi_model<=1 & !materiale_misto",3,0.306451612903226,0.826086956521739,62
"k_effective<=3 & n_studi_model<=1 & controllo_veicolo",3,0.305555555555556,0.478260869565217,36
"k_effective<=3 & !dominato_da_modello & !entita_MeSH",3,0.305555555555556,0.478260869565217,36
"k_effective<=3 & !dominato_da_modello & controllo_veicolo",3,0.305555555555556,0.478260869565217,36
"k_effective<=3 & !entita_MeSH & !entita_NCBITaxon",3,0.305555555555556,0.478260869565217,36
"k_effective<=6 & n_studi_model<=1 & I2_med<=60",3,0.305555555555556,0.478260869565217,36
"k_effective<=8 & frazione_efficace>=0.6 & !entita_STR",3,0.305555555555556,0.478260869565217,36
"k_effective<=8 & I2_med<=60 & !ramo_anchor",3,0.305555555555556,0.478260869565217,36
"n_studi_model<=1 & frazione_efficace>=0.6 & !stessi_membri",3,0.305555555555556,0.478260869565217,36
"n_studi_model<=2 & I2_med<=60 & !ramo_anchor",3,0.305555555555556,0.478260869565217,36
"I2_med<=60 & !entita_NCBITaxon & !ramo_anchor",3,0.305555555555556,0.478260869565217,36
"n_studi_model<=1 & frazione_efficace>=0.5 & !dominato_da_modello",3,0.305084745762712,0.782608695652174,59
"n_studi_model<=1 & frazione_efficace>=0.5 & !entita_NCBITaxon",3,0.305084745762712,0.782608695652174,59
"n_studi_model<=1 & !materiale_misto & !entita_MeSH",3,0.305084745762712,0.782608695652174,59
"n_studi_model<=1 & !entita_NCBITaxon & !ramo_anchor",3,0.305084745762712,0.782608695652174,59
"k_effective<=4 & n_studi_model<=0",2,0.304347826086957,0.304347826086957,23
"k_kish<=4 & !dominato",2,0.304347826086957,0.304347826086957,23
"frazione_efficace>=0.5 & stessi_membri",2,0.304347826086957,0.304347826086957,23
"k_effective<=3 & k_kish<=2 & !ramo_anchor",3,0.304347826086957,0.304347826086957,23
"k_effective<=3 & n_studi_model<=1 & frazione_efficace>=0.6",3,0.304347826086957,0.304347826086957,23
"k_effective<=3 & n_studi_model<=1 & I2_med<=60",3,0.304347826086957,0.304347826086957,23
"k_effective<=3 & n_studi_model<=1 & !stessi_membri",3,0.304347826086957,0.304347826086957,23
"k_effective<=3 & frazione_efficace>=0.6 & !entita_NCBITaxon",3,0.304347826086957,0.304347826086957,23
"k_effective<=3 & I2_med<=60 & !dominato_da_modello",3,0.304347826086957,0.304347826086957,23
"k_effective<=3 & I2_med<=70 & !materiale_misto",3,0.304347826086957,0.304347826086957,23
"k_effective<=3 & !dominato_da_modello & !stessi_membri",3,0.304347826086957,0.304347826086957,23
"k_effective<=3 & !stessi_membri & !entita_NCBITaxon",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & k_effective<=5 & n_studi_model<=0",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & k_effective<=6 & n_studi_model<=0",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & k_effective<=8 & n_studi_model<=0",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & k_effective<=10 & n_studi_model<=0",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & k_kish<=3 & stessi_membri",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & k_kish<=4 & stessi_membri",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & k_kish<=5 & stessi_membri",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & n_studi_model<=0 & n_studi_model<=1",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & n_studi_model<=0 & n_studi_model<=2",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & n_studi_model<=0 & !materiale_misto",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & n_studi_model<=0 & !dominato_da_modello",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & n_studi_model<=0 & verso_gain",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & I2_med<=50 & !dominato_da_modello",3,0.304347826086957,0.304347826086957,23
"k_effective<=4 & stessi_membri & controllo_veicolo",3,0.304347826086957,0.304347826086957,23
"k_effective<=5 & k_kish<=3 & stessi_membri",3,0.304347826086957,0.304347826086957,23
"k_effective<=5 & n_studi_model<=0 & !entita_MeSH",3,0.304347826086957,0.304347826086957,23
"k_effective<=6 & k_kish<=3 & stessi_membri",3,0.304347826086957,0.304347826086957,23
"k_effective<=6 & !dominato_da_modello & stessi_membri",3,0.304347826086957,0.304347826086957,23
"k_effective<=8 & n_studi_model<=1 & entita_STR",3,0.304347826086957,0.304347826086957,23
"k_effective<=8 & frazione_efficace>=0.5 & stessi_membri",3,0.304347826086957,0.304347826086957,23
"k_effective<=8 & frazione_efficace>=0.7 & !ramo_anchor",3,0.304347826086957,0.304347826086957,23
"k_effective<=10 & k_kish<=4 & !dominato",3,0.304347826086957,0.304347826086957,23
"k_effective<=10 & n_studi_model<=1 & entita_STR",3,0.304347826086957,0.304347826086957,23
"k_effective<=10 & frazione_efficace>=0.5 & stessi_membri",3,0.304347826086957,0.304347826086957,23
"k_kish<=3 & stessi_membri & !entita_MeSH",3,0.304347826086957,0.304347826086957,23
"k_kish<=3 & stessi_membri & !entita_NCBITaxon",3,0.304347826086957,0.304347826086957,23
"k_kish<=4 & k_kish<=5 & !dominato",3,0.304347826086957,0.304347826086957,23
"k_kish<=4 & frazione_efficace>=0.5 & !dominato",3,0.304347826086957,0.304347826086957,23
"k_kish<=4 & I2_med<=50 & !materiale_misto",3,0.304347826086957,0.304347826086957,23
"k_kish<=4 & !dominato & !dominato_da_modello",3,0.304347826086957,0.304347826086957,23
"k_kish<=4 & !dominato & !entita_NCBITaxon",3,0.304347826086957,0.304347826086957,23
"k_kish<=4 & !dominato & controllo_veicolo",3,0.304347826086957,0.304347826086957,23
"k_kish<=4 & !dominato & verso_gain",3,0.304347826086957,0.304347826086957,23
"k_kish<=5 & n_studi_model<=0 & !entita_MeSH",3,0.304347826086957,0.304347826086957,23
"k_kish<=5 & I2_med<=50 & !materiale_misto",3,0.304347826086957,0.304347826086957,23
"n_studi_model<=1 & stessi_membri & !entita_NCBITaxon",3,0.304347826086957,0.304347826086957,23
"n_studi_model<=2 & frazione_efficace>=0.5 & stessi_membri",3,0.304347826086957,0.304347826086957,23
"frazione_efficace>=0.5 & stessi_membri & !entita_NCBITaxon",3,0.304347826086957,0.304347826086957,23
"frazione_efficace>=0.5 & stessi_membri & verso_gain",3,0.304347826086957,0.304347826086957,23
"I2_med<=50 & !materiale_misto & !entita_MeSH",3,0.304347826086957,0.304347826086957,23
"I2_med<=50 & !materiale_misto & controllo_veicolo",3,0.304347826086957,0.304347826086957,23
"!materiale_misto & stessi_membri & !entita_MeSH",3,0.304347826086957,0.304347826086957,23
"!materiale_misto & stessi_membri & !entita_NCBITaxon",3,0.304347826086957,0.304347826086957,23
"stessi_membri & !ramo_anchor & controllo_veicolo",3,0.304347826086957,0.304347826086957,23
"k_effective<=5 & !materiale_misto & !entita_NCBITaxon",3,0.303571428571429,0.739130434782609,56
"k_effective<=6 & !materiale_misto",2,0.303030303030303,0.869565217391304,66
"k_effective<=6 & !ramo_anchor",2,0.303030303030303,0.869565217391304,66
"k_effective<=6 & k_effective<=8 & !materiale_misto",3,0.303030303030303,0.869565217391304,66
"k_effective<=6 & k_effective<=8 & !ramo_anchor",3,0.303030303030303,0.869565217391304,66
"k_effective<=6 & k_effective<=10 & !materiale_misto",3,0.303030303030303,0.869565217391304,66
"k_effective<=6 & k_effective<=10 & !ramo_anchor",3,0.303030303030303,0.869565217391304,66
"k_effective<=6 & n_studi_model<=2 & !materiale_misto",3,0.303030303030303,0.869565217391304,66
"k_effective<=6 & n_studi_model<=2 & !ramo_anchor",3,0.303030303030303,0.869565217391304,66
"k_effective<=6 & !materiale_misto & !dominato_da_modello",3,0.303030303030303,0.869565217391304,66
"k_effective<=6 & !materiale_misto & verso_gain",3,0.303030303030303,0.869565217391304,66
"k_effective<=6 & !ramo_anchor & verso_gain",3,0.303030303030303,0.869565217391304,66
"k_effective<=8 & n_studi_model<=2 & frazione_efficace>=0.5",3,0.303030303030303,0.869565217391304,66
"n_studi_model<=2 & frazione_efficace>=0.5 & !entita_MeSH",3,0.303030303030303,0.869565217391304,66
"k_effective<=8 & I2_med<=50",2,0.303030303030303,0.434782608695652,33
"k_effective<=5 & I2_med<=60 & !dominato_da_modello",3,0.303030303030303,0.434782608695652,33
"k_effective<=8 & k_effective<=10 & I2_med<=50",3,0.303030303030303,0.434782608695652,33
"k_effective<=8 & I2_med<=50 & I2_med<=60",3,0.303030303030303,0.434782608695652,33
"k_effective<=8 & I2_med<=50 & I2_med<=70",3,0.303030303030303,0.434782608695652,33
"k_effective<=8 & I2_med<=50 & verso_gain",3,0.303030303030303,0.434782608695652,33
"k_effective<=10 & n_studi_model<=2 & I2_med<=50",3,0.303030303030303,0.434782608695652,33
"k_effective<=10 & I2_med<=50 & !entita_NCBITaxon",3,0.303030303030303,0.434782608695652,33
"n_studi_model<=1 & frazione_efficace>=0.6 & !entita_STR",3,0.303030303030303,0.434782608695652,33
"n_studi_model<=2 & I2_med<=50 & !entita_NCBITaxon",3,0.303030303030303,0.434782608695652,33
"frazione_efficace>=0.7 & !dominato_da_modello & controllo_veicolo",3,0.303030303030303,0.434782608695652,33
"frazione_efficace>=0.7 & !entita_NCBITaxon & controllo_veicolo",3,0.303030303030303,0.434782608695652,33
"I2_med<=60 & !dominato_da_modello & !ramo_anchor",3,0.303030303030303,0.434782608695652,33
"k_effective<=8 & frazione_efficace>=0.6 & !materiale_misto",3,0.302325581395349,0.565217391304348,43
"k_effective<=10 & frazione_efficace>=0.6 & !materiale_misto",3,0.302325581395349,0.565217391304348,43
"n_studi_model<=2 & frazione_efficace>=0.6 & !stessi_membri",3,0.302325581395349,0.565217391304348,43
"k_effective<=5 & !materiale_misto & !ramo_anchor",3,0.30188679245283,0.695652173913043,53
"k_effective<=6 & !entita_NCBITaxon",2,0.301369863013699,0.956521739130435,73
"k_effective<=6 & k_effective<=8 & !entita_NCBITaxon",3,0.301369863013699,0.956521739130435,73
"k_effective<=6 & k_effective<=10 & !entita_NCBITaxon",3,0.301369863013699,0.956521739130435,73
"k_effective<=6 & n_studi_model<=2 & !entita_NCBITaxon",3,0.301369863013699,0.956521739130435,73
"k_effective<=6 & !entita_NCBITaxon & verso_gain",3,0.301369863013699,0.956521739130435,73
"k_effective<=6 & !entita_MeSH",2,0.3,0.91304347826087,70
"k_effective<=6 & k_effective<=8 & !entita_MeSH",3,0.3,0.91304347826087,70
"k_effective<=6 & k_effective<=10 & !entita_MeSH",3,0.3,0.91304347826087,70
"k_effective<=6 & n_studi_model<=2 & !entita_MeSH",3,0.3,0.91304347826087,70
"k_effective<=6 & !entita_MeSH & verso_gain",3,0.3,0.91304347826087,70
"k_effective<=10 & n_studi_model<=1 & frazione_efficace>=0.5",3,0.3,0.782608695652174,60
"n_studi_model<=1 & !entita_MeSH & !ramo_anchor",3,0.3,0.782608695652174,60
"n_studi_model<=2 & frazione_efficace>=0.5 & !materiale_misto",3,0.3,0.782608695652174,60
"k_effective<=3",1,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=4",2,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=5",2,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=6",2,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=8",2,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=10",2,0.3,0.521739130434783,40
"k_effective<=3 & k_kish<=3",2,0.3,0.521739130434783,40
"k_effective<=3 & k_kish<=4",2,0.3,0.521739130434783,40
"k_effective<=3 & k_kish<=5",2,0.3,0.521739130434783,40
"k_effective<=3 & n_studi_model<=2",2,0.3,0.521739130434783,40
"k_effective<=3 & verso_gain",2,0.3,0.521739130434783,40
"k_effective<=6 & I2_med<=60",2,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=4 & k_effective<=5",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=4 & k_effective<=6",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=4 & k_effective<=8",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=4 & k_effective<=10",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=4 & k_kish<=3",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=4 & k_kish<=4",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=4 & k_kish<=5",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=4 & n_studi_model<=2",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=4 & verso_gain",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=5 & k_effective<=6",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=5 & k_effective<=8",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=5 & k_effective<=10",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=5 & k_kish<=3",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=5 & k_kish<=4",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=5 & k_kish<=5",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=5 & n_studi_model<=2",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=5 & verso_gain",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=6 & k_effective<=8",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=6 & k_effective<=10",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=6 & k_kish<=3",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=6 & k_kish<=4",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=6 & k_kish<=5",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=6 & n_studi_model<=2",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=6 & verso_gain",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=8 & k_effective<=10",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=8 & k_kish<=3",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=8 & k_kish<=4",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=8 & k_kish<=5",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=8 & n_studi_model<=2",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=8 & verso_gain",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=10 & k_kish<=3",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=10 & k_kish<=4",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=10 & k_kish<=5",3,0.3,0.521739130434783,40
"k_effective<=3 & k_effective<=10 & n_studi_model<=2",3,0.3,0.521739130434783,40
