cluster_id,method,k_studies,n_sig_used,consistency_score,median_I2,pi_frac_excl0,consistency_note
group_L4_813ad0b6,rem_group,4,130,0.9999976817015854,2.3182984145364566e-4,0.8923076923076924,NA
group_L4_54cb9f8b,rem_group,6,1570,0.4515708107000036,54.84291892999964,0.32993630573248406,NA
group_L4_acedcf7f,rem_group,3,3376,1,0,0.3107227488151659,NA
group_L4_d4b45b63,rem_group,4,1682,0.9563158480600609,4.368415193993908,0.5897740784780023,NA
group_L4_ee9efe5d,rem_group,4,1809,0.9998910983055284,0.010890169447169504,0.351575456053068,NA
group_L4_b3621ad9,rem_group,4,493,0.99999968562053,3.143794700492256e-5,0.8661257606490872,NA
group_L4_c7ae94f7,rem_group,6,1821,0.9996593534544039,0.034064654559605785,0.12191103789126853,NA
group_L4_51625c0e,rem_group,3,4502,0.9999932902443042,6.709755695818488e-4,0.7298978231896934,NA
group_L4_48a7ac19,rem_group,3,236,1,0,0.5550847457627118,NA
group_L4_f4b9f686,rem_group,4,5141,0.21439699233952292,78.5603007660477,0.38280490177008364,NA
group_L4_897283e8,rem_group,5,66,1,0,0.6515151515151515,NA
group_L4_02a1fb3f,rem_group,5,5483,0.17587796819601964,82.41220318039804,0.436439905161408,NA
group_L4_b4975123,rem_group,8,419,0.6684736294771156,33.15263705228843,0.4486873508353222,NA
group_L4_ec80f0e9,rem_group,15,6929,0.03412963620593967,96.58703637940603,0.020493577716842258,NA
group_L4_3c38c897,rem_group,8,454,0.5567379959227157,44.32620040772843,0.3590308370044053,NA
group_L4_10c49214,rem_group,4,650,0.9999914531768528,8.546823147247431e-4,0.5861538461538461,NA
group_L4_f6799506,rem_group,4,3158,0.17048799762366318,82.95120023763369,0.1285623812539582,NA
group_L4_1eff5361,rem_group,3,2421,0.6020569482931366,39.79430517068634,0.31391986782321357,NA
group_L4_25bd1011,rem_group,0,0,NA,NA,NA,NA
group_L4_654eb856,rem_group,15,67,0.9999940382202666,5.961779733477608e-4,0.6119402985074627,NA
group_L4_d804af32,rem_group,10,169,0.9999353840278139,0.006461597218611178,0.42011834319526625,NA
group_L4_26908081,rem_group,5,421,0.6855451049570387,31.44548950429613,0.47980997624703087,NA
group_L4_1b22e019,rem_group,5,234,0.7439106077724466,25.608939222755346,0.24786324786324787,NA
group_L4_05753d11,rem_group,9,79,0.9999998695260152,1.304739848587662e-5,0.5569620253164557,NA
group_L4_fbaef709,rem_group,4,19,1,0,0.631578947368421,NA
group_L4_e1acd75b,rem_group,10,768,0.4199786056288183,58.002139437118174,0.22005208333333334,NA
group_L4_b128b80d,rem_group,32,3193,0.03396077161585764,96.60392283841423,0.020983401190103352,NA
group_L4_39e71aca,rem_group,6,294,0.9999483700956513,0.005162990434866439,0.564625850340136,NA
group_L4_763d919a,rem_group,3,1060,1,0,0.5528301886792453,NA
group_L4_3b83ac87,rem_group,4,4822,0.43131659565450287,56.86834043454971,0.28950642886768974,NA
group_L4_2bd06550,rem_group,3,595,1,0,0.4504201680672269,NA
group_L4_a8b9c62c,rem_group,3,450,1,0,0.7822222222222223,NA
