"caso","ruolo","entita","cluster_id","control_key_cluster","canonical_name","series_id","comparison_id","design_kind_study","design_kind_cmp","varying_factor","fixed_factors","control_type","treated_group","control_group","treated_label","control_label","treated_fl","control_fl","n_treated","n_control","treated_role","control_role","treated_samples","control_samples","design_summary","record_id","valore_controllo","chiave_ricalcolata","ct_compat_vu","mat_T","mat_C"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE151803","GSE151803__grp_0007_vs_grp_0006","multi_arm_treatment","case_control_disease","cell_context","perturbation|sars-Cov2","secondary_arm","grp_0007","grp_0006","Liver Organoid sars-Cov2","Liver Organoid Mock","cell_context=Liver Organoid ; perturbation=sars-Cov2","cell_context=Liver Organoid ; perturbation=Mock",4,6,"treated","control","GSM4591146;GSM4591149;GSM4591153;GSM4591155","GSM4591144;GSM4591145;GSM4591147;GSM4591148;GSM4591151;GSM4591152","This study investigates the transcriptional response of human lung tissue and organoids to SARS-CoV-2 infection.","GSE151803__GSE151803__grp_0007_vs_grp_0006__1","Liver Organoid","liver organoid",FALSE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE151879","GSE151879__grp_0002_vs_grp_0001","case_control_disease","case_control_disease","perturbation","cell_context|Adult human cardiomyocytes","vehicle","grp_0002","grp_0001","Adult human cardiomyocytes SARS-CoV-2","Adult human cardiomyocytes Mock","cell_context=Adult human cardiomyocytes ; perturbation=SARS-CoV-2","cell_context=Adult human cardiomyocytes ; perturbation=Mock",3,3,"treated","control","GSM4592635;GSM4592636;GSM4592637","GSM4592632;GSM4592633;GSM4592634","This study investigates the transcriptional response of human cardiomyocytes and macrophages to SARS-CoV-2 infection.","GSE151879__GSE151879__grp_0002_vs_grp_0001__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE151879","GSE151879__grp_0004_vs_grp_0003","case_control_disease","case_control_disease","perturbation","cell_context|hESC-derived cardiomyocytes","vehicle","grp_0004","grp_0003","hESC-derived cardiomyocytes SARS-CoV-2","hESC-derived cardiomyocytes Mock","cell_context=hESC-derived cardiomyocytes ; perturbation=SARS-CoV-2","cell_context=hESC-derived cardiomyocytes ; perturbation=Mock",3,3,"treated","control","GSM4592629;GSM4592630;GSM4592631","GSM4592626;GSM4592627;GSM4592628","This study investigates the transcriptional response of human cardiomyocytes and macrophages to SARS-CoV-2 infection.","GSE151879__GSE151879__grp_0004_vs_grp_0003__1","Mock","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE151879","GSE151879__grp_0005_vs_grp_0006","case_control_disease","case_control_disease","perturbation","cell_context|Macrophages","vehicle","grp_0005","grp_0006","Macrophages SARS-CoV-2","Macrophages Mock","cell_context=Macrophages ; perturbation=SARS-CoV-2","cell_context=Macrophages ; perturbation=Mock",3,3,"treated","control","GSM4592641;GSM4592642;GSM4592643","GSM4592638;GSM4592639;GSM4592640","This study investigates the transcriptional response of human cardiomyocytes and macrophages to SARS-CoV-2 infection.","GSE151879__GSE151879__grp_0005_vs_grp_0006__1","Mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE153277","GSE153277__SARS-CoV-2_MOI_140_1dpi_vs_none","treatment_vs_untreated","treatment_vs_untreated","viral_infection","time|1 day post-infection","untreated","grp_0002","grp_0001","SARS-CoV-2 MOI 140 1dpi","Control (CK+DCI)","viral_infection=SARS-CoV-2_MOI_140_1dpi ; time=1 day post-infection","viral_infection=none ; time=baseline",3,3,"treated","control","GSM4637297;GSM4637298;GSM4637299","GSM4637294;GSM4637295;GSM4637296","This study investigates the transcriptional response of iPSC-derived alveolar epithelial type II-like cells to SARS-CoV-2 infection over time.","GSE153277__GSE153277__SARS-CoV-2_MOI_140_1dpi_vs_none__1","none","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE153277","GSE153277__SARS-CoV-2_MOI_140_4days_vs_none","treatment_vs_untreated","treatment_vs_untreated","viral_infection","time|4 days post-infection","untreated","grp_0003","grp_0001","SARS-CoV-2 MOI 140 4days","Control (CK+DCI)","viral_infection=SARS-CoV-2_MOI_140_4days ; time=4 days post-infection","viral_infection=none ; time=baseline",2,3,"treated","control","GSM4637301;GSM4637302","GSM4637294;GSM4637295;GSM4637296","This study investigates the transcriptional response of iPSC-derived alveolar epithelial type II-like cells to SARS-CoV-2 infection over time.","GSE153277__GSE153277__SARS-CoV-2_MOI_140_4days_vs_none__1","none","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE155518","GSE155518__grp_infected_vs_grp_mock","case_control_disease","case_control_disease","infection_status","","vehicle","grp_infected","grp_mock","Infected with SARS-CoV2","Mock-infected","infection_status=infected_with_SARS-CoV2","infection_status=mock",3,3,"treated","control","GSM4705648;GSM4705649;GSM4705650","GSM4705651;GSM4705652;GSM4705653","This study investigates the transcriptional changes in lung organoids upon infection with SARS-CoV2 compared to a mock-infected control.","GSE155518__GSE155518__grp_infected_vs_grp_mock__1","mock","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE155717","GSE155717__grp_0002_vs_grp_0001","case_control_disease","case_control_disease","infection_status","cell_context.cell_type_or_line_raw|hALO|cell_context.tissue|Lung","vehicle","grp_0002","grp_0001","hALO SARS-CoV-2 (GSM4711203)","hALO Mock (GSM4711201)","infection_status=SARS-CoV-2 ; cell_context.cell_type_or_line_raw=hALO ; cell_context.tissue=lung","infection_status=mock ; cell_context.cell_type_or_line_raw=hALO ; cell_context.tissue=Lung",3,1,"treated","control","GSM4711203;GSM4711204;GSM4711205","GSM4711201","This study investigates the transcriptional response of human lung cells (hALO) and trachea tissue to SARS-CoV-2 infection compared to mock-treated controls.","GSE155717__GSE155717__grp_0002_vs_grp_0001__1","mock","vehicle_untreated",TRUE,"primary","primary"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE159201","GSE159201__grp_0007_vs_grp_0005","multi_arm_treatment","treatment_vs_vehicle","treatment","time|1 day","vehicle","grp_0007","grp_0005","colonic organoid, SARS-CoV-2, 1 day","colonic organoid, mock, 1 day","treatment=SARS-CoV-2 ; time=1 day","treatment=mock ; time=1 day",3,3,"treated","control","GSM4822512;GSM4822513;GSM4822514","GSM4822509;GSM4822510;GSM4822511","This study investigates the transcriptional response of human iPSC-derived proximal and colonic organoids to SARS-CoV-2 infection over time.","GSE159201__GSE159201__grp_0007_vs_grp_0005__1","mock","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE159201","GSE159201__grp_0008_vs_grp_0006","multi_arm_treatment","treatment_vs_vehicle","treatment","time|4 days","vehicle","grp_0008","grp_0006","colonic organoid, SARS-CoV-2, 4 days","colonic organoid, mock, 4 days","treatment=SARS-CoV-2 ; time=4 days","treatment=mock ; time=4 days",3,3,"treated","control","GSM4822518;GSM4822519;GSM4822520","GSM4822515;GSM4822516;GSM4822517","This study investigates the transcriptional response of human iPSC-derived proximal and colonic organoids to SARS-CoV-2 infection over time.","GSE159201__GSE159201__grp_0008_vs_grp_0006__1","mock","vehicle_untreated",TRUE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE163959","GSE163959__LS4_SARS-CoV-2_vs_LM4_Mock","multi_arm_treatment","treatment_vs_vehicle","infection_status","tissue_type|lung","vehicle","grp_0007","grp_0001","LS4 SARS-CoV-2 Infected","LM4 Mock Infected","infection_status=SARS-CoV-2_infected ; tissue_type=lung","infection_status=mock_infected ; tissue_type=lung",2,2,"treated","control","GSM4991283;GSM4991284","GSM4991263;GSM4991264","This study investigates the transcriptional response of human lung tissues and nasal turbinate tissues to SARS-CoV-2 and Influenza A infections.","GSE163959__GSE163959__LS4_SARS-CoV-2_vs_LM4_Mock__1","mock_infected","vehicle_untreated",TRUE,"primary","primary"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE163959","GSE163959__LS5_SARS-CoV-2_vs_LM5_Mock","multi_arm_treatment","treatment_vs_vehicle","infection_status","tissue_type|lung","vehicle","grp_0008","grp_0002","LS5 SARS-CoV-2 Infected","LM5 Mock Infected","infection_status=SARS-CoV-2_infected ; tissue_type=lung","infection_status=mock_infected ; tissue_type=lung",2,2,"treated","control","GSM4991285;GSM4991286","GSM4991265;GSM4991266","This study investigates the transcriptional response of human lung tissues and nasal turbinate tissues to SARS-CoV-2 and Influenza A infections.","GSE163959__GSE163959__LS5_SARS-CoV-2_vs_LM5_Mock__1","mock_infected","vehicle_untreated",TRUE,"primary","primary"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE163959","GSE163959__LS6_SARS-CoV-2_vs_LM6_Mock","multi_arm_treatment","treatment_vs_vehicle","infection_status","tissue_type|lung","vehicle","grp_0009","grp_0003","LS6 SARS-CoV-2 Infected","LM6 Mock Infected","infection_status=SARS-CoV-2_infected ; tissue_type=lung","infection_status=mock_infected ; tissue_type=lung",2,2,"treated","control","GSM4991287;GSM4991288","GSM4991267;GSM4991268","This study investigates the transcriptional response of human lung tissues and nasal turbinate tissues to SARS-CoV-2 and Influenza A infections.","GSE163959__GSE163959__LS6_SARS-CoV-2_vs_LM6_Mock__1","mock_infected","vehicle_untreated",TRUE,"primary","primary"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE163959","GSE163959__Lung_Tissue_SARS-CoV-2_vs_LM8_Mock","multi_arm_treatment","treatment_vs_vehicle","infection_status","tissue_type|lung","vehicle","grp_0011","grp_0005","Lung Tissue SARS-CoV-2 Infected","LM8 Mock Infected","infection_status=SARS-CoV-2_infected ; tissue_type=lung","infection_status=mock_infected ; tissue_type=lung",4,1,"treated","control","GSM4991289;GSM4991290;GSM4991291;GSM4991292","GSM4991271","This study investigates the transcriptional response of human lung tissues and nasal turbinate tissues to SARS-CoV-2 and Influenza A infections.","GSE163959__GSE163959__Lung_Tissue_SARS-CoV-2_vs_LM8_Mock__1","mock_infected","vehicle_untreated",TRUE,"primary","primary"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE163959","GSE163959__Nasal_Turbinate_SARS-CoV-2_vs_TM1_Mock","multi_arm_treatment","treatment_vs_vehicle","infection_status","tissue_type|nasal_turbinate","vehicle","grp_0012","grp_0017","Nasal Turbinate SARS-CoV-2 Infected","TM1 Mock Infected","infection_status=SARS-CoV-2_infected ; tissue_type=nasal_turbinate","infection_status=mock_infected ; tissue_type=nasal_turbinate",1,2,"treated","control","GSM4991257","GSM4991245;GSM4991246","This study investigates the transcriptional response of human lung tissues and nasal turbinate tissues to SARS-CoV-2 and Influenza A infections.","GSE163959__GSE163959__Nasal_Turbinate_SARS-CoV-2_vs_TM1_Mock__1","mock_infected","vehicle_untreated",TRUE,"primary","primary"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE163959","GSE163959__Nasal_Turbinate_SARS-CoV-2_vs_TM2_Mock","multi_arm_treatment","treatment_vs_vehicle","infection_status","tissue_type|nasal_turbinate","vehicle","grp_0013","grp_0018","Nasal Turbinate SARS-CoV-2 Infected","TM2 Mock Infected","infection_status=SARS-CoV-2_infected ; tissue_type=nasal_turbinate","infection_status=mock_infected ; tissue_type=nasal_turbinate",5,2,"treated","control","GSM4991258;GSM4991259;GSM4991260;GSM4991261;GSM4991262","GSM4991247;GSM4991248","This study investigates the transcriptional response of human lung tissues and nasal turbinate tissues to SARS-CoV-2 and Influenza A infections.","GSE163959__GSE163959__Nasal_Turbinate_SARS-CoV-2_vs_TM2_Mock__1","mock_infected","vehicle_untreated",TRUE,"primary","primary"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE164073","GSE164073__Cornea_SARS-CoV-2_vs_Cornea_mock","multi_arm_treatment","treatment_vs_vehicle","treatment","tissue|cornea","vehicle","grp_0001","grp_0002","Cornea_SARS-CoV-2","Cornea_mock","treatment=SARS-CoV-2 ; tissue=cornea","treatment=mock ; tissue=cornea",3,1,"treated","control","GSM4996087;GSM4996088;GSM4996089","GSM4996086","This study investigates the effects of SARS-CoV-2 infection on different tissues of the human eye, including cornea, limbus, and sclera.","GSE164073__GSE164073__Cornea_SARS-CoV-2_vs_Cornea_mock__1","mock","vehicle_untreated",TRUE,"primary","primary"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE164073","GSE164073__Limbus_SARS-CoV-2_vs_Limbus_mock","multi_arm_treatment","treatment_vs_vehicle","treatment","tissue|limbus","vehicle","grp_0005","grp_0006","Limbus_SARS-CoV-2","Limbus_mock","treatment=SARS-CoV-2 ; tissue=limbus","treatment=mock ; tissue=limbus",3,2,"treated","control","GSM4996093;GSM4996094;GSM4996095","GSM4996091;GSM4996092","This study investigates the effects of SARS-CoV-2 infection on different tissues of the human eye, including cornea, limbus, and sclera.","GSE164073__GSE164073__Limbus_SARS-CoV-2_vs_Limbus_mock__1","mock","vehicle_untreated",TRUE,"primary","primary"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE164073","GSE164073__Sclera_SARS-CoV-2_vs_Sclera_mock","multi_arm_treatment","treatment_vs_vehicle","treatment","tissue|sclera","vehicle","grp_0007","grp_0008","Sclera_SARS-CoV-2","Sclera_mock","treatment=SARS-CoV-2 ; tissue=sclera","treatment=mock ; tissue=sclera",3,3,"treated","control","GSM4996099;GSM4996100;GSM4996101","GSM4996096;GSM4996097;GSM4996098","This study investigates the effects of SARS-CoV-2 infection on different tissues of the human eye, including cornea, limbus, and sclera.","GSE164073__GSE164073__Sclera_SARS-CoV-2_vs_Sclera_mock__1","mock","vehicle_untreated",TRUE,"primary","primary"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE165200","GSE165200__grp_0016_vs_grp_0015","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_model|Small Airway epithelium","vehicle","grp_0016","grp_0015","Small Airway epithelium SARS-CoV2 48h","Small Airway epithelium Vehicle Only","cell_model=Small Airway epithelium ; treatment=SARS-CoV2 48h","cell_model=Small Airway epithelium ; treatment=Vehicle Only",1,1,"treated","control","GSM5028190","GSM5028188","This study investigates the transcriptional response of various lung cell models to SARS-CoV-2 infection.","GSE165200__GSE165200__grp_0016_vs_grp_0015__1","Vehicle Only","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE165200","GSE165200__grp_0017_vs_grp_0015","multi_arm_treatment","treatment_vs_vehicle","treatment","cell_model|Small Airway epithelium","vehicle","grp_0017","grp_0015","Small Airway epithelium SARS-CoV2 72h","Small Airway epithelium Vehicle Only","cell_model=Small Airway epithelium ; treatment=SARS-CoV2 72h","cell_model=Small Airway epithelium ; treatment=Vehicle Only",1,1,"treated","control","GSM5028192","GSM5028188","This study investigates the transcriptional response of various lung cell models to SARS-CoV-2 infection.","GSE165200__GSE165200__grp_0017_vs_grp_0015__1","Vehicle Only","vehicle_untreated",TRUE,"unknown","unknown"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE167131","GSE167131__grp_0001_vs_grp_0002","case_control_disease","case_control_disease","viral_infection","","secondary_arm","grp_0001","grp_0002","Calu-3 cells infected with SARS-CoV2 (USA-WA1/2020)","Mock-infected Calu-3 cells","viral_infection=SARS-CoV2 (USA-WA1/2020)","viral_infection=mock",1,2,"treated","control","GSM5097246","GSM5097244;GSM5097245","This study investigates the effects of SARS-CoV2 infection on Calu-3 lung cells.","GSE167131__GSE167131__grp_0001_vs_grp_0002__1","mock","vehicle_untreated",FALSE,"model","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE169241","GSE169241__grp_0008_vs_grp_0006","multi_arm_treatment","treatment_vs_untreated","treatment","cell_type|human heart","secondary_arm","grp_0008","grp_0006","human heart, SARS-CoV-2 infected person","human ES-derived macrophage, No treatment","cell_type=human heart ; treatment=SARS-CoV-2","cell_type=human ES-derived macrophage ; treatment=No treatment",3,3,"treated","control","GSM5188270;GSM5188271;GSM5188272","GSM5188287;GSM5188288;GSM5188289","This study investigates the effects of SARS-CoV-2 infection and various treatments on human iPSC-derived cardiomyocytes and macrophages.","GSE169241__GSE169241__grp_0008_vs_grp_0006__1","No treatment","vehicle_untreated",FALSE,"unknown","model"
"SARS-CoV-2","VINCENTE","NCBITaxon:2697049","cgroup_L5_871ae09e","vehicle_untreated","sars-cov2","GSE174745","GSE174745__grp_0004_vs_grp_0010","multi_arm_treatment","treatment_vs_untreated","Treatment","Cell Context|Dopaminergic Neuron","untreated","grp_0004","grp_0010","Dopaminergic Neuron, SARS-CoV-2","Dopaminergic Neuron, Control","Treatment=SARS-CoV-2 ; Cell Context=Dopaminergic Neuron","Treatment=Control ; Cell Context=Dopaminergic Neuron",3,1,"treated","control","GSM5325439;GSM5325440;GSM5325441","GSM5325437","This study investigates the effects of SARS-CoV-2 infection and various treatments on dopaminergic neurons and human ventral midbrain tissue.","GSE174745__GSE174745__grp_0004_vs_grp_0010__1","Control","vehicle_untreated",TRUE,"unknown","unknown"
